"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6313853","09014435419000922001003684S4","ALMACEN","FILTRACION PRODUCTIVA SA DE CV","435419","Comercio al por mayor de otra maquinaria y equipo de uso general","11 a 30 personas","CALLE","CUMBRES DE MALTRATA","AVENIDA","Universidad","CALLE","Mitla","CALLE","Tepozteco","362",,,,,,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0276","013",,"FILPRO@FILPRO.COM","WWW.FILPRO.COM.MX","Fijo","19.39113997","-99.15055207","2010-07"
"902087","09014435411001651000000000U5","ASEGRA",,"435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","0 a 5 personas","CALLE","TAJIN","EJE VIAL","4 SUR (XOLA)","CALLE","CUMBRES DE MALTRATA","CALLE","PETÉN","184",,,,"1",,"COLONIA","NARVARTE ORIENTE",,,,"03023","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0083","004","5555309906",,"WWW.ASEGRA_SA","Fijo","19.39461416","-99.15310473","2014-12"
"8458354","09014435313003132000000000S2","ASISTENCIA TECNICA EN EQUIPO DENTAL",,"435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","6 a 10 personas","CALLE","DIEGO ARENAS GUZMAN","AVENIDA","SANTIAGO","CALLE","RUFINO BLANCO FOMBONA","CALLE","DIEGO ARENAS GUZMÁN","167",,,,,,"COLONIA","IZTACCIHUATL",,,,"03510","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0312","019","5574147491","ASISTENCIATECEDEN@HOTMAIL.COM","WWW.ASISTENCIATECDEN.COM","Fijo","19.39066677","-99.13780735","2019-11"
"962478","09014435220000021000000000U7","AUTOMATIZACION Y CONTROL ELECTRICO INDUSTRIAL","AUTOMATIZACION Y CONTROL ELECTRICO INDUSTRIAL SA DE CV","435220","Comercio al por mayor de maquinaria y equipo para la industria manufacturera","0 a 5 personas","CALLE","LUIS BRAILLE","CALLE","RAFAEL SOLANA","CALLE","MARIO ROJAS AVENDAÑO","CALLE","LUIS SPOTA","96",,,,,,"COLONIA","INDEPENDENCIA",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0647","012","5555398181",,,"Fijo","19.37787293","-99.14593802","2010-07"
"6738323","09014436112000094000053098M2","AUTOREFACCIONES ALEMANAS Y JAPONESAS","AUTOREFACCIONES ALEMANAS Y JAPONESAS SA DE CV","436112","Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones","31 a 50 personas","CALLE","EDZNA","CALLE","MATIAS ROMERO","CALLE","CUICUILCO","CALLE","CHUPÍCUARO","135",,,,,,"COLONIA","LETRAN VALLE",,,,"03650","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0632","011",,"REFAEDZNA@PRODIGY.NET",,"Fijo","19.37751941","-99.1492441","2016-10"
"6305115","09014435313001385000000000U8","BIO RAD",,"435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","51 a 100 personas","EJE VIAL","5 SUR (AVENIDA EUGENIA)","CALLE","ZEMPOALA","CALLE","CENTRAL (LÁZARO CÁRDENAS)","CALLE","CONCEPCIÓN BEISTEGUI","197",,"EDIFICIO RAFAEL",,,"SN","COLONIA","NARVARTE","EDIFICIO COMERCIAL Y DE SERVICIOS","CORPORATIVO EUGENIA","PISO 10","03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0435","011","5538088777","JAVIER_TORRES@BIORAD.COM","WWW.BIO-RAD.COM.MX","Fijo","19.38417736","-99.14859036","2010-07"
"962927","09014435313000401000000000U4","BIOMILLENIUM","BIOMILLENIUM SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","AVENIDA","UNIVERSIDAD","AVENIDA","UNIVERSIDAD","CALLE","MONTE ALBAN","EJE VIAL","4 SUR (XOLA)","199","202",,,"202",,"COLONIA","NARVARTE ORIENTE",,,,"03023","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0083","012","5555198826",,,"Fijo","19.39271379","-99.15078449","2010-07"
"903762","09014435319000801010000000U2","BOMBAS Y EQUIPOS HIDRONEUMÁTICOS ALVAREZ",,"435419","Comercio al por mayor de otra maquinaria y equipo de uso general","0 a 5 personas","CALLE","FERNANDO MONTES DE OCA","CALLE","ELEUTERIO MENDEZ","CALLE","LIBERTAD","CALLE","RUMANIA","355",,,,"0",,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","021","5552435288","EQUIPOSMARE@PRODIGY.NET.MX",,"Fijo","19.37353038","-99.14450852","2014-12"
"965743","09014435210000041000000000U6","CASA ROCKY",,"435419","Comercio al por mayor de otra maquinaria y equipo de uso general","0 a 5 personas","CALLE","ELEUTERIO MENDEZ","CALLE","PROLONGACION JUAN ESCUTIA","CALLE","5 DE FEBRERO","CALLE","LIBERTAD","14","D",,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","019",,,,"Fijo","19.37355593","-99.14354311","2010-07"
"966570","09014468420000301011052306M9","CEI DE MEXICO","CEI DE MEXICO SA DE CV","435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","6 a 10 personas","CALLE","ROSA BLANCA","CALLE","LAGO PONIENTE","CALLE","CUMBRES DE MALTRATA","CALLE","ROSA BLANCA","8",,,,,,"COLONIA","AMERICAS UNIDAS",,,,"03640","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0505","019","55394747","CEIDEMEXICO@PRODIGY.NET.MX",,"Fijo","19.37905597","-99.14158016","2010-07"
"9341374","09014435313003671000000000U9","CEM INNOVA MEDIC","CEM INNOVA MEDIC SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","EJE VIAL","6 SUR (INDEPENDENCIA)","CALLE","CUMBRES DE MALTRATA","CALLE","ALEMANIA","CALLE","IXTLAHUACA","34",,"34","20","403",,"COLONIA","SAN SIMON TICUMAC",,"OTRO","0",,"09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","026",,"EENCISO@CEMINNOVAMEDIC.COM",,"Fijo","19.37803503","-99.14231248","2021-05"
"8458248","09014435313003121000000000U5","CHIC DENTAL",,"435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","CALLE","RUFINO BLANCO FOMBONA","CALLE","LUIS GONZAGA INCLAN","CALLE","LUIS GONZAGA INCLÁN","792","A",,,,,"COLONIA","IZTACCIHUATL",,,,"03520","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0327","015",,"DISTRIBUIDORACHICDENTAL@GMAIL.COM",,"Fijo","19.39028743","-99.13829045","2019-11"
"6257313","09014435313000672001008383S0","COMERCIALIZADORA DE REACTIVOS PARA LABORATORIOS Y MATERIALES PARA HOSPITALE","COMERCIALIZADORA DE REACTIVOS PARA LABORATORIOS Y MATERIALES PARA HOSPITALE SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","6 a 10 personas","CALLE","MIGUEL LAURENT","CALLE","Tres Zapotes","CALLE","Jaina","CALLE","Pilares","1456",,,,,,"COLONIA","VERTIZ NARVARTE",,,,"03600","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0632","006",,"LOMEDA@CRLMH.COM","WWW.COMERCIALIZADORADEREACTIVOS.COM","Fijo","19.37339146","-99.15221188","2010-07"
"6858796","09014435313002713000000000U0","COMERCIALIZADORA DESCARGA","COMERCIALIZADORA DESCARGA SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","11 a 30 personas","CALLE","DOCTOR JOSÉ MARÍA BARRAGÁN","CALLE","CUMBRES DE ACULTZINGO","CALLE","LUZ SAVIÑÓN","CALLE","CASAS GRANDES","766",,,,"0",,"COLONIA","NARVARTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0276","008",,"COMERCIODESCARGA@GMAIL.COM",,"Fijo","19.3914647","-99.14772242","2019-04"
"965217","09014467111003442010000000U4","COMERCIALIZADORA IBAÑEZ",,"436112","Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones","6 a 10 personas","CALLE","ISABEL LA CATOLICA","CALLE","GUIPUZCOA","CALLE","AHORRO POSTAL","CALLE","BALMACEDA","934",,,,"0",,"COLONIA","JOSEFA ORTIZ DE DOMINGUEZ",,,,"03430","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0295","009",,"CRIFKK@PRODIGY.NET.MX",,"Fijo","19.38847429","-99.14233029","2014-12"
"7255480","09014435419001731000000000U8","COMERCIALIZADORA INDUSTRIAL CERVANTES",,"435419","Comercio al por mayor de otra maquinaria y equipo de uso general","0 a 5 personas","CALLE","GALICIA","CALLE","CORRESPONDENCIA","CALLE","UNION POSTAL","CALLE","NAVARRA","329","C",,,"0",,"COLONIA","JOSEFA ORTIZ DE DOMINGUEZ",,,,"03410","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0280","028",,"FACTURAS@COMERCIALIZADORAIC.COM.MX","WWW.COMERCIALIZADORAIC.COM.MX","Fijo","19.39236784","-99.14531072","2019-11"
"9338452","09014435313003621000000000U4","COMERCIALIZADORA MUSBEG","COMERCIALIZADORA MUSBEG SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALLE","PETÉN","CALLE","MATÍAS ROMERO","CALLE","CHICHÉN ITZÁ","CALLE","TAJÍN","539",,"539","18","2",,"COLONIA","NARVARTE PONIENTE",,,,,"09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0628","002",,,,"Fijo","19.37853411","-99.15487227","2021-05"
"6317894","09014433110000663111003825M1","COMERSA","COMERSA SA DE CV","435311","Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía","6 a 10 personas","CALLE","LUZ SAVIÑÓN","CERRADA","TERCERA LUZ SAVIÑÓN","CALLE","HERIBERTO FRÍAS","CALLE","TORRES ADALID","1027",,"EDIFICIO SIN NOMBRE","1",,"SN","COLONIA","NARVARTE ORIENTE",,,"SN","03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0435","007",,"PATRICIA_VELAZQUEZ_A@HOTMAIL.COM",,"Fijo","19.3866146","-99.14974063","2010-07"
"9006046","09014436112000161000000000U9","COOL CARS BOUTIQUE",,"436112","Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones","0 a 5 personas","CALLE","CORRESPONDENCIA","CALLE","ISABEL LA CATOLICA","CALLE","REEMBOLSOS","CALLE","CUENCA","81","B",,,,,"COLONIA","ALAMOS",,,,"03400","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0308","025",,,,"Fijo","19.39221134","-99.14130714","2019-11"
"903093","09014435313001751001000000U1","COORPORACIÓN ANALÍTICA","COORPORACIÓN ANALÍTICA SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","11 a 30 personas","CALLE","FRANCISCO FERNANDEZ DEL CASTILLO","CALLE","JAVIER SORONDO","CALLE","ABELARDO CARRILLO Y GARIEL","CALLE","FRANCISCO FERNÁNDEZ DEL CASTILLO","2760",,,,,,"COLONIA","VILLA DE CORTEZ",,,,"03530","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0331","006","5556989121","CORANDS@PRODIGY.NET.MX",,"Fijo","19.38601482","-99.13543296","2014-12"
"6493100","09014435312000082001000000U4","COS PRO DE MEX","COS PRO DE MEX SA DE CV","435312","Comercio al por mayor de artículos y accesorios para diseño y pintura artística","6 a 10 personas","AVENIDA","DOCTOR JOSE MARIA VERTIZ","CALLE","ISABEL LOZANO VIUDA DE BETTY","CALLE","BARTOLOME R. SALIDO","CALLE","BONAMPAK","1062",,,,,,"COLONIA","VERTIZ NARVARTE",,,,"03600","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0454","007",,"COS930115@PRODIGY.NET.MX",,"Fijo","19.38274408","-99.15251493","2016-01"
"966392","09014435313000051000000000U7","CYM REPRESENTACIONES",,"435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","EJE VIAL","5 SUR (PRIMERO DE MAYO)","CALLE","MARIA","CALLE","EMMA","CALLE","DON JUAN","65",,,,"0",,"COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0524","002",,,,"Fijo","19.38210256","-99.1364976","2010-07"
"967146","09014541510001563001000000U2","DELTA E0","DELTA E0 SA DE CV","435312","Comercio al por mayor de artículos y accesorios para diseño y pintura artística","11 a 30 personas","CALLE","PETEN","CALLE","MIGUEL LAURENT","CALLE","PILARES","CALLE","TAJÍN","645",,,,,,"COLONIA","LETRAN VALLE",,,,"03650","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0628","014",,"INFO@DELTAE.MX","WWW.DELTAE.MX","Fijo","19.37511363","-99.15558341","2010-07"
"903051","09014435313001761000000000U0","DENTALES ALFA","EQUIPOS DENTALES ALFA ","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","CALLE","RUFINO BLANCO FOMBONA","CALLE","LUIS GONZAGA INCLAN","CALLE","DIEGO ARENAS GUZMÁN","802","B",,,,,"COLONIA","IZTACCIHUATL",,,,"03520","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0327","015",,"DENTALESALFA@HOTMAIL.COM","WWW.DENTALESALFA.COM","Fijo","19.38944232","-99.13842108","2014-12"
"8458247","09014435313003111000000000U6","DEPOSITO DENTAL LA CASA DE LA FRESA",,"435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALLE","DIEGO ARENAS GUZMAN","CALLE","RUFINO BLANCO FOMBONA","CALLE","LUIS GONZAGA INCLAN","CALLE","MIGUEL N. LIRA","208","A",,,,,"COLONIA","IZTACCIHUATL",,,,"03520","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0327","011","5531450897","GERENCIA@LACASADELAFRESA.COM",,"Fijo","19.38916384","-99.13794469","2019-11"
"966334","09014435313000201000000000U8","DEPOSITO DENTAL VERTIZ",,"435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","AVENIDA","DOCTOR JOSE MARIA VERTIZ","CALLE","MATIAS ROMERO","AVENIDA","DOCTOR JOSE MARIA VERTIZ","CALLE","MONTE ALBÁN","1270","1","EDIFICIO SIN NOMBRE","17","1",,"COLONIA","LETRAN VALLE",,,,"03650","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0632","033",,"DEPOSITODV@LIVE.COM",,"Fijo","19.37583178","-99.15378595","2010-07"
"969071","09014435313002181000000000U0","DEPÓSITO DENTAL VILLA DE CORTÉS","DEPÓSITO DENTAL VILLA DE CORTÉS ","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","11 a 30 personas","CALLE","LUIS GONZAGA INCLAN","CALZADA","CALZADA DE TLALPAN","CALLE","DIEGO ARENAS GUZMAN","CALLE","RUFINO BLANCO FOMBONA",,"DOMICILIO CONOCIDO",,,,,"COLONIA","IZTACCIHUATL",,,,"03520","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0327","015",,,,"Fijo","19.38916822","-99.13834215","2014-12"
"6314944","09014435319000643012003673M8","DESARROLLOS DIGITALES","DESARROLLOS DIGITALES SA DE CV","435419","Comercio al por mayor de otra maquinaria y equipo de uso general","31 a 50 personas","CALLE","PESTALOZZI","CALLE","LUZ SAVIÑÓN","CALLE","TORRES ADALID","CALLE","PITÁGORAS","626",,,,,,"COLONIA","NARVARTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0257","011",,"FELIX.AGUILAR@DDIGITAL.COM.MX","WWW.DDIGITAL.COM.MX","Fijo","19.38974378","-99.15867259","2010-07"
"8459134","09014435313002791000000000U6","DIREX DE MEXICO","DIREX DE MEXICO SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALLE","PEDRO SANTACILIA","CALLE","LUIS GONZAGA INCLAN","CALLE","RUBEN M. CAMPOS","CALLE","PEDRO DE ALBA","301",,,,,"D","COLONIA","VILLA DE CORTES",,,,"03530","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0327","003",,"SERVICIO@DIREXMEXICO.COM.MX",,"Fijo","19.3881778","-99.13649116","2019-11"
"965254","09014462112002891010000000U6","DISTRIBUIDORA AUTORIZADA KARCHER",,"435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","CALLE","NIÑOS HEROES DE CHAPULTEPEC","CALLE","ROMERO","CALLE","HILARIO PÉREZ DE LEÓN","965",,,,,"3","COLONIA","NIÑOS HEROES",,,,"03610","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0492","010",,,,"Fijo","19.38507279","-99.13961335","2010-07"
"8488887","09014435313003053000000000U0","DISTRIBUIDORA CIENTIFICA BOLLER","DISTRIBUIDORA CIENTIFICA BOLLER SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","11 a 30 personas","CALLE","MIGUEL N. LIRA","CALLE","RUBEN M. CAMPOS","CALLE","LUIS GONZAGA INCLAN","CALLE","PEDRO DE ALBA","292",,,,,,"COLONIA","VILLA DE CORTES",,,,"03530","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0327","007",,,,"Fijo","19.38796877","-99.13752235","2019-11"
"6868465","09014435313002582001025169S9","DISTRIBUIDORA DE EQUIPO Y SERVICIO GONZALEZ","DISTRIBUIDORA DE EQUIPO Y SERVICIO GONZALEZ SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTÉMOC)","CALLE","Luz Saviñón","CALLE","Pedro Romero de Terreros","CALLE","Yácatas","722",,,,,,"COLONIA","NARVARTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0261","017",,"GERENCIADF@DESEGO.COM","WWW.DESEGO.COM","Fijo","19.39268173","-99.15618142","2019-04"
"903689","09014435313000451000000000U9","DISTRIBUIDORA LAB HOS","DISTRIBUIDORA LAB HOS SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","6 a 10 personas","CALLE","CACAXTLA","CALLE","PILARES","CALLE","MIGUEL LAURENT","CALLE","ZEMPOALA","26",,,,,,"COLONIA","LETRAN VALLE",,,,"03650","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0632","004",,,,"Fijo","19.37405263","-99.15134513","2010-07"
"969246","09014561990000712000000000U5","DPM IMPORT","DPM IMPORT SA DE CV","435210","Comercio al por mayor de maquinaria y equipo para la construcción y la minería","6 a 10 personas","CALLE","ELENA","CALLE","FRANCISCO FERNANDEZ DEL CASTILLO","CALLE","LAURA","CALLE","VIRGINIA","359",,,,,,"COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0331","003","5556966311",,,"Fijo","19.3855121","-99.13689346","2010-07"
"6772225","09014435411001851001000000U1","DYNET","DNW ADMINISTRACION Y CONTABILIDAD SA DE CV","435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","11 a 30 personas","CALLE","ZEMPOALA","CALLE","CUMBRES DE ACULTZINGO","CALLE","LUZ SAVIÑON","CALLE","LA QUEMADA","251",,"EDIFICIO SIN NOMBRE","26","1001",,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0276","001","5510685054","CONTACTO@DYNET.COM.MX","WWW.DYNET.COM.MX","Fijo","19.39206645","-99.14867254","2016-10"
"8488477","09014435419001771000000000U4","EQUIPO DE PROTECCION INDUSTRIAL","EQUIPO DE PROTECCION INDUSTRIAL SA DE CV","435419","Comercio al por mayor de otra maquinaria y equipo de uso general","0 a 5 personas","CALLE","ANAXAGORAS","CALLE","LUZ SAVIÑON","CALLE","ROMERO DE TERREROS","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTÉMOC)","580","2",,,,,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0261","024",,"EPI_SA@HOTMAIL.COM",,"Fijo","19.39170599","-99.15714779","2019-11"
"901622","09014435313001931000000000U9","EQUIPO DENTAL SIGLO XXI","EQUIPO DENTAL SIGLO XXI SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","AVENIDA","SANTIAGO","CALLE","RUFINO BLANCO FOMBONA","CALLE","DIEGO ARENAS GUZMÁN","754","11",,,,,"COLONIA","MODERNA",,,,"03510","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0312","019","5536753406","DEPOSITODENTALSIGLOXXI@HOTMAIL.COM",,"Fijo","19.39104826","-99.13817734","2014-12"
"8458529","09014435313003141000000000U3","EQUIPOS DENTALES ALFA",,"435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","EJE VIAL","5 SUR (PRIMERO DE MAYO)","CALZADA","CALZADA DE TLALPAN","CALLE","LUISA","CALLE","ELVIRA","6",,,,,,"COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","051A","022",,"VENTAS@DENTALESALFA.COM","WWW.DENTALESALFA.COM","Fijo","19.38278124","-99.1393348","2019-11"
"969078","09014435313000161000000000U4","EQUIPOS DENTALES OMEGA",,"435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","CALLE","RUFINO BLANCO FOMBONA","CALLE","LUIS GONZAGA INCLAN","CALLE","DIEGO ARENAS GUZMÁN","802","A",,,,,"COLONIA","IZTACCIHUATL",,,,"03520","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0327","015",,,,"Fijo","19.38953196","-99.13840722","2010-07"
"872909","09014435311000484001000000U4","EXCELENCIA EN COMUNICACIONES Y TECNOLOGIA","EXCELENCIA EN COMUNICACIONES Y TECNOLOGIA SA DE CV","435311","Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía","31 a 50 personas","CALLE","ENRIQUE RÉBSAMEN","CALLE","CONCEPCIÓN BEISTEGUI","CALLE","TORRES ADALID","CALLE","TORRES ADALID","736",,,,,"SN","COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0257","003",,"ERUBIO@EXCOMUNITEC.COM.MX","WWW.EXCOMUNITEC.COM.MX","Fijo","19.38838183","-99.15974202","2012-06"
"6307371","09014435411001195001026911M3","EXCELENTE OFICINA Y SERVICIO","EXCELENTE OFICINA Y SERVICIO SA DE CV","435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","31 a 50 personas","EJE VIAL","CENTRAL (LÁZARO CÁRDENAS)","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTÉMOC)","CALLE","ANAXÁGORAS","CALLE","TORRES ADALID","451","A",,,,"SN","COLONIA","NARVARTE PONIENTE",,,,"03023","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0261","022",,"AGRANADOS@EOSMX.COM.MX",,"Fijo","19.38755586","-99.1570117","2010-07"
"8458527","09014435419001811000000000U8","GOFRE EQUIPOS CONTRA INCENCIOS",,"435419","Comercio al por mayor de otra maquinaria y equipo de uso general","0 a 5 personas","CALLE","NIÑOS HEROES DE CHAPULTEPEC","CALLE","JUAN DE LA BARRERA","CALLE","HILARIO PEREZ DE LEON","CALLE","ROMERO","28",,,,,"C","COLONIA","NIÑOS HEROES DE CHAPULTEPEC",,,,"03440","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0492","009",,,,"Fijo","19.38655923","-99.14048682","2019-11"
"6258586","09014435312000113000000000U7","GRAFIPER","GRAFIPER SA DE CV","435312","Comercio al por mayor de artículos y accesorios para diseño y pintura artística","11 a 30 personas","CALLE","ROMERO","CALLE","ISABEL LA CATOLICA","CALLE","FERNANDO MONTES DE OCA","EJE VIAL","5 SUR (GABRIEL RAMOS MILLÁN)","80",,,,,,"COLONIA","AMERICAS UNIDAS",,,,"03610","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0488","002",,,,"Fijo","19.3850076","-99.14266856","2010-07"
"960373","09014435412000413001000000U9","GREBIS","GREBIS SA DE CV","435412","Comercio al por mayor de mobiliario y equipo de oficina","31 a 50 personas","AVENIDA","DOCTOR JOSE MARIA VERTIZ","CALLE","CONCEPCION BEISTEGUI","CALLE","TORRES ADALID","CALLE","PALENQUE","937",,,,"0",,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0435","015","5511753806","GREBIS@PRODIGY.NET.MX","WWW.GREBIS.COM.MX","Fijo","19.38766951","-99.15191254","2010-07"
"8489052","09014435319001312000000000U9","GRUPO INDUSTRIAL CHIPATSA","GRUPO INDUSTRIAL CHIPATSA SA","435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","6 a 10 personas","CERRADA","JUAN DE OCA","CALLE","LUZ SAVIÑON","CALLE","CUMBRES DE MALTRATA","CALLE","ZEMPOALA","31","A",,,,,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0276","003",,"INFO@CHIPACSA.COM","WWW.CHIPACSA.COM","Fijo","19.38891736","-99.14835281","2019-11"
